refseq_peptide	description	rgd_id	uniprot_gn_id
XP_038944169	chloride voltage-gated channel 2	2361	A0A0A0MXT6, A0A8I6ABL4, A0A8L2QXG3, E9PU32, P35525
XP_038944170	chloride voltage-gated channel 2	2361	A0A0A0MXT6, A0A8I6ABL4, A0A8L2QXG3, E9PU32, P35525
XP_038944171	chloride voltage-gated channel 2	2361	A0A0A0MXT6, A0A8I6ABL4, A0A8L2QXG3, E9PU32, P35525
XP_038944174	intersectin 1	2935	A0A8I5Y9J0, A0A8I6A7M7, A0A8I6ARZ8, A0A8L2QLK0, A0A8L2QM65, Q9WVE9
XP_038944175	intersectin 1	2935	A0A8I5Y9J0, A0A8I6A7M7, A0A8I6ARZ8, A0A8L2QLK0, A0A8L2QM65, Q9WVE9
XP_038944176	intersectin 1	2935	A0A8I5Y9J0, A0A8I6A7M7, A0A8I6ARZ8, A0A8L2QLK0, A0A8L2QM65, Q9WVE9
XP_038944177	intersectin 1	2935	A0A8I5Y9J0, A0A8I6A7M7, A0A8I6ARZ8, A0A8L2QLK0, A0A8L2QM65, Q9WVE9
XP_038944178	intersectin 1	2935	A0A8I5Y9J0, A0A8I6A7M7, A0A8I6ARZ8, A0A8L2QLK0, A0A8L2QM65, Q9WVE9
XP_038944179	intersectin 1	2935	A0A8I5Y9J0, A0A8I6A7M7, A0A8I6ARZ8, A0A8L2QLK0, A0A8L2QM65, Q9WVE9
XP_038944180	glutamate ionotropic receptor kainate type subunit 1	2732	A0A0G2JVC0, A0A0G2K830, A0A140TAF9, A0A140TAG6, A0A8I5Y1Z7, F1M7M9
XP_038944182	limbic system-associated membrane protein	71102	A0A0H2UHY3, A0A8I5ZZN4, A0A8I6ASN4, A0A8I6G7K8, A0A8I6GI20, Q5M960, Q62813
XP_038944183	limbic system-associated membrane protein	71102	A0A0H2UHY3, A0A8I5ZZN4, A0A8I6ASN4, A0A8I6G7K8, A0A8I6GI20, Q5M960, Q62813
XP_038944189	apoptosis inducing factor, mitochondria associated 3	1306028	A0A8I6A793, D3ZF03, Q5FVJ2
XP_038944191	transient receptor potential cation channel, subfamily M, member 4	620244	A0A0H2UHX0, A0A8I5ZVE9, A0A8I5ZWN0, A0A8I6A802, A0A8I6AAJ1
XP_038944193	sphingomyelin phosphodiesterase 4	1310674	A0A8I5ZPX8, A0A8I5ZXZ7, A0A8I6ADG7, A0A8I6B4V4, A0A8I6GIS3, A0A8I6GLJ2, F1MAK9
XP_038944194	sphingomyelin phosphodiesterase 4	1310674	A0A8I5ZPX8, A0A8I5ZXZ7, A0A8I6ADG7, A0A8I6B4V4, A0A8I6GIS3, A0A8I6GLJ2, F1MAK9
XP_038944196	zinc finger DHHC-type palmitoyltransferase 8	1308875	A0A8I6A4S3, Q2THW6
XP_038944198	zinc finger DHHC-type palmitoyltransferase 8	1308875	A0A8I6A4S3, Q2THW6
XP_038944215	zinc finger protein 566	1563239	A0A8I6G6C2, A0A8J8Y370
XP_038944216	ETS variant transcription factor 5	1309590	A0A8I6AQT3, D4AC56
XP_038944220	zinc finger protein 566	1563239	A0A8I6G6C2, A0A8J8Y370
XP_038944221	eukaryotic translation initiation factor 4A2	1309225	A0A0G2K8B7, A0A8I6AR25, A0A8L2PZP8
XP_038944222	eukaryotic translation initiation factor 4A2	1309225	A0A0G2K8B7, A0A8I6AR25, A0A8L2PZP8
XP_038944223	zinc finger protein 566	1563239	A0A8I6G6C2, A0A8J8Y370
XP_038944232	tyrosine kinase, non-receptor, 2	1305957	A0A0G2JYY3, A0A0G2K2Q7, A0A8I6A0G1, A0A8I6A1S7, F1M7W9
XP_038944233	tyrosine kinase, non-receptor, 2	1305957	A0A0G2JYY3, A0A0G2K2Q7, A0A8I6A0G1, A0A8I6A1S7, F1M7W9
XP_038944234	tyrosine kinase, non-receptor, 2	1305957	A0A0G2JYY3, A0A0G2K2Q7, A0A8I6A0G1, A0A8I6A1S7, F1M7W9
XP_038944235	tyrosine kinase, non-receptor, 2	1305957	A0A0G2JYY3, A0A0G2K2Q7, A0A8I6A0G1, A0A8I6A1S7, F1M7W9
XP_038944237	tyrosine kinase, non-receptor, 2	1305957	A0A0G2JYY3, A0A0G2K2Q7, A0A8I6A0G1, A0A8I6A1S7, F1M7W9
XP_038944238	tyrosine kinase, non-receptor, 2	1305957	A0A0G2JYY3, A0A0G2K2Q7, A0A8I6A0G1, A0A8I6A1S7, F1M7W9
XP_038944239	tyrosine kinase, non-receptor, 2	1305957	A0A0G2JYY3, A0A0G2K2Q7, A0A8I6A0G1, A0A8I6A1S7, F1M7W9
XP_038944242	tyrosine kinase, non-receptor, 2	1305957	A0A0G2JYY3, A0A0G2K2Q7, A0A8I6A0G1, A0A8I6A1S7, F1M7W9
XP_038944243	tyrosine kinase, non-receptor, 2	1305957	A0A0G2JYY3, A0A0G2K2Q7, A0A8I6A0G1, A0A8I6A1S7, F1M7W9
XP_038944244	tyrosine kinase, non-receptor, 2	1305957	A0A0G2JYY3, A0A0G2K2Q7, A0A8I6A0G1, A0A8I6A1S7, F1M7W9
XP_038944245	tyrosine kinase, non-receptor, 2	1305957	A0A0G2JYY3, A0A0G2K2Q7, A0A8I6A0G1, A0A8I6A1S7, F1M7W9
XP_038944246	tyrosine kinase, non-receptor, 2	1305957	A0A0G2JYY3, A0A0G2K2Q7, A0A8I6A0G1, A0A8I6A1S7, F1M7W9
XP_038944247	tyrosine kinase, non-receptor, 2	1305957	A0A0G2JYY3, A0A0G2K2Q7, A0A8I6A0G1, A0A8I6A1S7, F1M7W9
XP_038944250	tyrosine kinase, non-receptor, 2	1305957	A0A0G2JYY3, A0A0G2K2Q7, A0A8I6A0G1, A0A8I6A1S7, F1M7W9
XP_038944252	leucine rich repeats and calponin homology domain containing 3	1306200	A0A8I5ZJI0, A0A8I6AH73, A0A8I6AN41, A0A8I6B669, D3ZWD1, D4A8M4, M0R9W9
XP_038944253	leucine rich repeats and calponin homology domain containing 3	1306200	A0A8I5ZJI0, A0A8I6AH73, A0A8I6AN41, A0A8I6B669, D3ZWD1, D4A8M4, M0R9W9
XP_038944254	leucine rich repeats and calponin homology domain containing 3	1306200	A0A8I5ZJI0, A0A8I6AH73, A0A8I6AN41, A0A8I6B669, D3ZWD1, D4A8M4, M0R9W9
XP_038944256	leucine rich repeats and calponin homology domain containing 3	1306200	A0A8I5ZJI0, A0A8I6AH73, A0A8I6AN41, A0A8I6B669, D3ZWD1, D4A8M4, M0R9W9
XP_038944257	leucine rich repeats and calponin homology domain containing 3	1306200	A0A8I5ZJI0, A0A8I6AH73, A0A8I6AN41, A0A8I6B669, D3ZWD1, D4A8M4, M0R9W9
XP_038944258	leucine rich repeats and calponin homology domain containing 3	1306200	A0A8I5ZJI0, A0A8I6AH73, A0A8I6AN41, A0A8I6B669, D3ZWD1, D4A8M4, M0R9W9
XP_038944259	leucine rich repeats and calponin homology domain containing 3	1306200	A0A8I5ZJI0, A0A8I6AH73, A0A8I6AN41, A0A8I6B669, D3ZWD1, D4A8M4, M0R9W9
XP_038944260	leucine rich repeats and calponin homology domain containing 3	1306200	A0A8I5ZJI0, A0A8I6AH73, A0A8I6AN41, A0A8I6B669, D3ZWD1, D4A8M4, M0R9W9
XP_038944262	leucine rich repeats and calponin homology domain containing 3	1306200	A0A8I5ZJI0, A0A8I6AH73, A0A8I6AN41, A0A8I6B669, D3ZWD1, D4A8M4, M0R9W9
XP_038944263	leucine rich repeats and calponin homology domain containing 3	1306200	A0A8I5ZJI0, A0A8I6AH73, A0A8I6AN41, A0A8I6B669, D3ZWD1, D4A8M4, M0R9W9
XP_038944265	leucine rich repeats and calponin homology domain containing 3	1306200	A0A8I5ZJI0, A0A8I6AH73, A0A8I6AN41, A0A8I6B669, D3ZWD1, D4A8M4, M0R9W9
XP_038944267	semaphorin 5B	1308914	A0A8I6AGW5, D4AEM7
XP_038944268	semaphorin 5B	1308914	A0A8I6AGW5, D4AEM7
XP_038944290	BBX high mobility group box domain containing	1309769	A0A0G2JXW5, A0A8I5ZRG6, A0A8I6A2A9, A0A8I6ADK4, A1L1L0
XP_038944291	BBX high mobility group box domain containing	1309769	A0A0G2JXW5, A0A8I5ZRG6, A0A8I6A2A9, A0A8I6ADK4, A1L1L0
XP_038944292	BBX high mobility group box domain containing	1309769	A0A0G2JXW5, A0A8I5ZRG6, A0A8I6A2A9, A0A8I6ADK4, A1L1L0
XP_038944293	BBX high mobility group box domain containing	1309769	A0A0G2JXW5, A0A8I5ZRG6, A0A8I6A2A9, A0A8I6ADK4, A1L1L0
XP_038944294	BBX high mobility group box domain containing	1309769	A0A0G2JXW5, A0A8I5ZRG6, A0A8I6A2A9, A0A8I6ADK4, A1L1L0
XP_038944303	double PHD fingers 1	61868	A0A0H2UHS4, A0A8I6AHA1, A0A8I6GFF6, A0A8I6GFY7, A0A8I6GHB2
XP_038944305	double PHD fingers 1	61868	A0A0H2UHS4, A0A8I6AHA1, A0A8I6GFF6, A0A8I6GFY7, A0A8I6GHB2
XP_038944306	TBC1 domain family, member 23	1307925	A0A8I5YBN9, A0A8I6AAK0, D4AAH9
XP_038944309	collagen type VIII alpha 1 chain	1309361	A0A8I6AA24, D4AC70
XP_038944310	collagen type VIII alpha 1 chain	1309361	A0A8I6AA24, D4AC70
XP_038944320	ADP-ribosylation factor like GTPase 13B	1584979	A0A096MJR8, A0A8I5ZXD0, M0RDU9
XP_038944321	ADP-ribosylation factor like GTPase 13B	1584979	A0A096MJR8, A0A8I5ZXD0, M0RDU9
XP_038944322	double PHD fingers 1	61868	A0A0H2UHS4, A0A8I6AHA1, A0A8I6GFF6, A0A8I6GFY7, A0A8I6GHB2
XP_038944323	C2 calcium-dependent domain containing 2	735112	A0A0G2JU40, A0A8I5ZML0, A0A8I6A9G0, Q6P691
XP_038944324	C2 calcium-dependent domain containing 2	735112	A0A0G2JU40, A0A8I5ZML0, A0A8I6A9G0, Q6P691
XP_038944325	double PHD fingers 1	61868	A0A0H2UHS4, A0A8I6AHA1, A0A8I6GFF6, A0A8I6GFY7, A0A8I6GHB2
XP_038944326	C2 calcium-dependent domain containing 2	735112	A0A0G2JU40, A0A8I5ZML0, A0A8I6A9G0, Q6P691
XP_038944327	C2 calcium-dependent domain containing 2	735112	A0A0G2JU40, A0A8I5ZML0, A0A8I6A9G0, Q6P691
XP_038944328	zinc finger and BTB domain containing 21	1310841	A0A8I5Y585, A0A8I5ZPL5, D3ZVF2
XP_038944329	zinc finger and BTB domain containing 21	1310841	A0A8I5Y585, A0A8I5ZPL5, D3ZVF2
XP_038944330	double PHD fingers 1	61868	A0A0H2UHS4, A0A8I6AHA1, A0A8I6GFF6, A0A8I6GFY7, A0A8I6GHB2
XP_038944331	zinc finger and BTB domain containing 21	1310841	A0A8I5Y585, A0A8I5ZPL5, D3ZVF2
XP_038944333	zinc finger and BTB domain containing 21	1310841	A0A8I5Y585, A0A8I5ZPL5, D3ZVF2
XP_038944334	zinc finger and BTB domain containing 21	1310841	A0A8I5Y585, A0A8I5ZPL5, D3ZVF2
XP_038944335	double PHD fingers 1	61868	A0A0H2UHS4, A0A8I6AHA1, A0A8I6GFF6, A0A8I6GFY7, A0A8I6GHB2
XP_038944338	claudin 14	1309165	Q5BJQ1
XP_038944344	double PHD fingers 1	61868	A0A0H2UHS4, A0A8I6AHA1, A0A8I6GFF6, A0A8I6GFY7, A0A8I6GHB2
XP_038944349	double PHD fingers 1	61868	A0A0H2UHS4, A0A8I6AHA1, A0A8I6GFF6, A0A8I6GFY7, A0A8I6GHB2
XP_038944351	SON DNA and RNA binding protein	1309013	A0A8I6A372, A0A8I6A8R8, A0A8I6ARI2, A0A8I6GL96, E9PTE1, F1MAQ7
XP_038944353	double PHD fingers 1	61868	A0A0H2UHS4, A0A8I6AHA1, A0A8I6GFF6, A0A8I6GFY7, A0A8I6GHB2
XP_038944359	double PHD fingers 1	61868	A0A0H2UHS4, A0A8I6AHA1, A0A8I6GFF6, A0A8I6GFY7, A0A8I6GHB2
XP_038944363	TIAM Rac1 associated GEF 1	1307455	A0A8I6AC12, A0A8I6G1W3, D3ZWV8
XP_038944364	double PHD fingers 1	61868	A0A0H2UHS4, A0A8I6AHA1, A0A8I6GFF6, A0A8I6GFY7, A0A8I6GHB2
XP_038944372	ubiquitin specific peptidase 25	1309003	A0A0G2JZL5, A0A8I5ZPF8, D4ACD3
XP_038944373	ubiquitin specific peptidase 25	1309003	A0A0G2JZL5, A0A8I5ZPF8, D4ACD3
XP_038944378	nuclear receptor interacting protein 1	1311850	G3V672
XP_038944379	cell adhesion molecule 2	1305678	A0A0A0MY16, A0A0G2K5U6, A0A8I5ZU16, A0A8I5ZY73, A0A8I6A666, A0A8I6A950, A0A8I6GKD0
XP_038944381	cell adhesion molecule 2	1305678	A0A0A0MY16, A0A0G2K5U6, A0A8I5ZU16, A0A8I5ZY73, A0A8I6A666, A0A8I6A950, A0A8I6GKD0
XP_038944382	cell adhesion molecule 2	1305678	A0A0A0MY16, A0A0G2K5U6, A0A8I5ZU16, A0A8I5ZY73, A0A8I6A666, A0A8I6A950, A0A8I6GKD0
XP_038944383	cell adhesion molecule 2	1305678	A0A0A0MY16, A0A0G2K5U6, A0A8I5ZU16, A0A8I5ZY73, A0A8I6A666, A0A8I6A950, A0A8I6GKD0
XP_038944384	cell adhesion molecule 2	1305678	A0A0A0MY16, A0A0G2K5U6, A0A8I5ZU16, A0A8I5ZY73, A0A8I6A666, A0A8I6A950, A0A8I6GKD0
XP_038944390	tetratricopeptide repeat domain 3	1308654	A0A8I5Y675, A0A8I5Y7R0, A0A8I6A4G2, A0A8I6ABF8, A0A8I6AR04, A0A8L2QUD9
XP_038944392	tetratricopeptide repeat domain 3	1308654	A0A8I5Y675, A0A8I5Y7R0, A0A8I6A4G2, A0A8I6ABF8, A0A8I6AR04, A0A8L2QUD9
XP_038944393	tetratricopeptide repeat domain 3	1308654	A0A8I5Y675, A0A8I5Y7R0, A0A8I6A4G2, A0A8I6ABF8, A0A8I6AR04, A0A8L2QUD9
XP_038944394	tetratricopeptide repeat domain 3	1308654	A0A8I5Y675, A0A8I5Y7R0, A0A8I6A4G2, A0A8I6ABF8, A0A8I6AR04, A0A8L2QUD9
XP_038944397	tetratricopeptide repeat domain 3	1308654	A0A8I5Y675, A0A8I5Y7R0, A0A8I6A4G2, A0A8I6ABF8, A0A8I6AR04, A0A8L2QUD9
XP_038944398	tetratricopeptide repeat domain 3	1308654	A0A8I5Y675, A0A8I5Y7R0, A0A8I6A4G2, A0A8I6ABF8, A0A8I6AR04, A0A8L2QUD9
XP_038944399	tetratricopeptide repeat domain 3	1308654	A0A8I5Y675, A0A8I5Y7R0, A0A8I6A4G2, A0A8I6ABF8, A0A8I6AR04, A0A8L2QUD9
XP_038944400	tetratricopeptide repeat domain 3	1308654	A0A8I5Y675, A0A8I5Y7R0, A0A8I6A4G2, A0A8I6ABF8, A0A8I6AR04, A0A8L2QUD9
XP_038944401	tetratricopeptide repeat domain 3	1308654	A0A8I5Y675, A0A8I5Y7R0, A0A8I6A4G2, A0A8I6ABF8, A0A8I6AR04, A0A8L2QUD9
XP_038944402	tetratricopeptide repeat domain 3	1308654	A0A8I5Y675, A0A8I5Y7R0, A0A8I6A4G2, A0A8I6ABF8, A0A8I6AR04, A0A8L2QUD9
XP_038944403	tetratricopeptide repeat domain 3	1308654	A0A8I5Y675, A0A8I5Y7R0, A0A8I6A4G2, A0A8I6ABF8, A0A8I6AR04, A0A8L2QUD9
XP_038944405	VPS26 endosomal protein sorting factor C	1306879	A0A8I6A639, A0A8I6A9V7, A0A8I6AQF2, E9PU42
XP_038944407	trafficking from ER to golgi regulator	1309751	A0A0G2K9K4, Q4R1A4
XP_038944408	trafficking from ER to golgi regulator	1309751	A0A0G2K9K4, Q4R1A4
XP_038944410	GRAM domain containing 1C	1305433	A0A0G2K4F5, A0A1W2Q652, A0A1W2Q6J4, A0A8I6AME7, D4A135, M0RBB3
XP_038944412	GRAM domain containing 1C	1305433	A0A0G2K4F5, A0A1W2Q652, A0A1W2Q6J4, A0A8I6AME7, D4A135, M0RBB3
XP_038944413	GRAM domain containing 1C	1305433	A0A0G2K4F5, A0A1W2Q652, A0A1W2Q6J4, A0A8I6AME7, D4A135, M0RBB3
XP_038944414	GRAM domain containing 1C	1305433	A0A0G2K4F5, A0A1W2Q652, A0A1W2Q6J4, A0A8I6AME7, D4A135, M0RBB3
XP_038944415	GRAM domain containing 1C	1305433	A0A0G2K4F5, A0A1W2Q652, A0A1W2Q6J4, A0A8I6AME7, D4A135, M0RBB3
XP_038944417	GRAM domain containing 1C	1305433	A0A0G2K4F5, A0A1W2Q652, A0A1W2Q6J4, A0A8I6AME7, D4A135, M0RBB3
XP_038944420	homogentisate 1, 2-dioxygenase	1308757	A0A8I6A719, G3V6C2
XP_038944426	forty-two-three domain containing 1	1306899	A0A8I6A6L5, F1M0P3
XP_038944430	transport and golgi organization 2 homolog	1310348	A0A0G2JXP4, A0A8I6G5G3, D3ZY86
XP_038944431	transport and golgi organization 2 homolog	1310348	A0A0G2JXP4, A0A8I6G5G3, D3ZY86
XP_038944432	transport and golgi organization 2 homolog	1310348	A0A0G2JXP4, A0A8I6G5G3, D3ZY86
XP_038944433	transport and golgi organization 2 homolog	1310348	A0A0G2JXP4, A0A8I6G5G3, D3ZY86
XP_038944434	transport and golgi organization 2 homolog	1310348	A0A0G2JXP4, A0A8I6G5G3, D3ZY86
XP_038944435	transport and golgi organization 2 homolog	1310348	A0A0G2JXP4, A0A8I6G5G3, D3ZY86
XP_038944437	transport and golgi organization 2 homolog	1310348	A0A0G2JXP4, A0A8I6G5G3, D3ZY86
XP_038944438	transport and golgi organization 2 homolog	1310348	A0A0G2JXP4, A0A8I6G5G3, D3ZY86
XP_038944439	transport and golgi organization 2 homolog	1310348	A0A0G2JXP4, A0A8I6G5G3, D3ZY86
XP_038944441	transport and golgi organization 2 homolog	1310348	A0A0G2JXP4, A0A8I6G5G3, D3ZY86
XP_038944442	transport and golgi organization 2 homolog	1310348	A0A0G2JXP4, A0A8I6G5G3, D3ZY86
XP_038944444	transport and golgi organization 2 homolog	1310348	A0A0G2JXP4, A0A8I6G5G3, D3ZY86
XP_038944445	transport and golgi organization 2 homolog	1310348	A0A0G2JXP4, A0A8I6G5G3, D3ZY86
XP_038944446	transport and golgi organization 2 homolog	1310348	A0A0G2JXP4, A0A8I6G5G3, D3ZY86
XP_038944449	transport and golgi organization 2 homolog	1310348	A0A0G2JXP4, A0A8I6G5G3, D3ZY86
XP_038944450	transport and golgi organization 2 homolog	1310348	A0A0G2JXP4, A0A8I6G5G3, D3ZY86
XP_038944459	mediator complex subunit 15	1307560	A0A8I5ZVE0, A0A8I6A373, A0A8I6GJV4, G3V684
XP_038944460	mediator complex subunit 15	1307560	A0A8I5ZVE0, A0A8I6A373, A0A8I6GJV4, G3V684
XP_038944461	mediator complex subunit 15	1307560	A0A8I5ZVE0, A0A8I6A373, A0A8I6GJV4, G3V684
XP_038944462	leucine-zipper-like transcription regulator 1	1309100	A0A8I5Y0T3, A0A8I5ZVJ5, B5DFI4
XP_038944465	protein kinase, DNA-activated, catalytic subunit	1308982	A0A8I5ZT26, A0A8I6ADM3, D3ZTN0
XP_038944467	ADP-ribosylation factor like GTPase 6	1305535	A0A8I6G6V6, A0A8I6GF94, A0A8J8YB99, B1WC73
XP_038944473	IQ motif containing G	1311606	A0A0G2K0U5, G3V973
XP_038944477	histone cell cycle regulator	1584950	M0R4R2, M0R756
XP_038944478	histone cell cycle regulator	1584950	M0R4R2, M0R756
XP_038944479	histone cell cycle regulator	1584950	M0R4R2, M0R756
XP_038944481	zinc finger protein 260	621205	Q62981
XP_038944483	histone cell cycle regulator	1584950	M0R4R2, M0R756
XP_038944484	histone cell cycle regulator	1584950	M0R4R2, M0R756
XP_038944488	zinc finger protein 260	621205	Q62981
XP_038944496	similar to Putative protein C21orf62 homolog	1562726	D3ZJP2
XP_038944497	similar to Putative protein C21orf62 homolog	1562726	D3ZJP2
XP_038944498	similar to Putative protein C21orf62 homolog	1562726	D3ZJP2
XP_038944502	SH3 domain binding glutamate-rich protein	1563599	A0A8I5ZZ80, A0A8I6AVY1, D3ZU20, D4AAC3
XP_038944506	dynein light chain Tctex-type 2B	1563597	A0A8I6APP9, A0A8I6ASY5, A0A8I6G2I0, D4ADI6
XP_038944514	YEATS domain containing 2	1566176	A0A8I5ZPX3, D3ZBV9
XP_038944515	YEATS domain containing 2	1566176	A0A8I5ZPX3, D3ZBV9
XP_038944517	scaffold protein involved in DNA repair	1566036	A0A0G2K1R3, A0A8I5Y2H8, A2VD15
XP_038944518	scaffold protein involved in DNA repair	1566036	A0A0G2K1R3, A0A8I5Y2H8, A2VD15
XP_038944519	scaffold protein involved in DNA repair	1566036	A0A0G2K1R3, A0A8I5Y2H8, A2VD15
XP_038944520	scaffold protein involved in DNA repair	1566036	A0A0G2K1R3, A0A8I5Y2H8, A2VD15
XP_038944521	scaffold protein involved in DNA repair	1566036	A0A0G2K1R3, A0A8I5Y2H8, A2VD15
XP_038944522	scaffold protein involved in DNA repair	1566036	A0A0G2K1R3, A0A8I5Y2H8, A2VD15
XP_038944527	RUNX family transcription factor 1	2283	A0A0G2JYQ4, A0A8I5ZSG5, Q63046
XP_038944532	zinc finger protein 148	62063	A0A8L2Q044, A0A8L2R3F5
XP_038944533	roundabout guidance receptor 1	61941	A0A0G2JW21, A0A8I5ZX35, A0A8I5ZZ95, A0A8I6ASP5, F1LQI2
XP_038944534	regulator of G-protein signaling 10	3562	A0A8I5ZZL9, A0A8I6A7A9, P49806
XP_038944535	roundabout guidance receptor 1	61941	A0A0G2JW21, A0A8I5ZX35, A0A8I5ZZ95, A0A8I6ASP5, F1LQI2
XP_038944537	transgelin 3	69301	A0A8L2UHL4, P37805
XP_038944538	transgelin 3	69301	A0A8L2UHL4, P37805
XP_038944546	ATPase 13A3	1590881	A0A8I6AAY5, A0A8I6ADK9
XP_038944549	neurexophilin and PC-esterase domain family, member 3	1584648	A0A0G2JYZ2, D4ACA1
XP_038944560	SUMO specific peptidase 2	708378	A0A0G2K009, A0A8I5ZTE8, A0A8I6AFS4, A0A8L2PZM6
XP_038944563	protein S	620971	A0A8I6APZ0, M0R5R0
XP_038944570	kalirin, RhoGEF kinase	621865	A0A8I5Y1V9, A0A8I5ZVT3, A0A8I6A0J4, A0A8I6A0Z4, A0A8I6ACF7, A0A8I6AUW1, A0A8I6GKY9, A0A8L2Q7U3, F1LZV1
XP_038944577	kalirin, RhoGEF kinase	621865	A0A8I5Y1V9, A0A8I5ZVT3, A0A8I6A0J4, A0A8I6A0Z4, A0A8I6ACF7, A0A8I6AUW1, A0A8I6GKY9, A0A8L2Q7U3, F1LZV1
XP_038944578	kalirin, RhoGEF kinase	621865	A0A8I5Y1V9, A0A8I5ZVT3, A0A8I6A0J4, A0A8I6A0Z4, A0A8I6ACF7, A0A8I6AUW1, A0A8I6GKY9, A0A8L2Q7U3, F1LZV1
XP_038944585	kalirin, RhoGEF kinase	621865	A0A8I5Y1V9, A0A8I5ZVT3, A0A8I6A0J4, A0A8I6A0Z4, A0A8I6ACF7, A0A8I6AUW1, A0A8I6GKY9, A0A8L2Q7U3, F1LZV1
XP_038944586	kalirin, RhoGEF kinase	621865	A0A8I5Y1V9, A0A8I5ZVT3, A0A8I6A0J4, A0A8I6A0Z4, A0A8I6ACF7, A0A8I6AUW1, A0A8I6GKY9, A0A8L2Q7U3, F1LZV1
XP_038944587	kalirin, RhoGEF kinase	621865	A0A8I5Y1V9, A0A8I5ZVT3, A0A8I6A0J4, A0A8I6A0Z4, A0A8I6ACF7, A0A8I6AUW1, A0A8I6GKY9, A0A8L2Q7U3, F1LZV1
XP_038944588	kalirin, RhoGEF kinase	621865	A0A8I5Y1V9, A0A8I5ZVT3, A0A8I6A0J4, A0A8I6A0Z4, A0A8I6ACF7, A0A8I6AUW1, A0A8I6GKY9, A0A8L2Q7U3, F1LZV1
XP_038944589	kalirin, RhoGEF kinase	621865	A0A8I5Y1V9, A0A8I5ZVT3, A0A8I6A0J4, A0A8I6A0Z4, A0A8I6ACF7, A0A8I6AUW1, A0A8I6GKY9, A0A8L2Q7U3, F1LZV1
XP_038944590	kalirin, RhoGEF kinase	621865	A0A8I5Y1V9, A0A8I5ZVT3, A0A8I6A0J4, A0A8I6A0Z4, A0A8I6ACF7, A0A8I6AUW1, A0A8I6GKY9, A0A8L2Q7U3, F1LZV1
XP_038944591	kalirin, RhoGEF kinase	621865	A0A8I5Y1V9, A0A8I5ZVT3, A0A8I6A0J4, A0A8I6A0Z4, A0A8I6ACF7, A0A8I6AUW1, A0A8I6GKY9, A0A8L2Q7U3, F1LZV1
XP_038944592	kalirin, RhoGEF kinase	621865	A0A8I5Y1V9, A0A8I5ZVT3, A0A8I6A0J4, A0A8I6A0Z4, A0A8I6ACF7, A0A8I6AUW1, A0A8I6GKY9, A0A8L2Q7U3, F1LZV1
XP_038944593	kalirin, RhoGEF kinase	621865	A0A8I5Y1V9, A0A8I5ZVT3, A0A8I6A0J4, A0A8I6A0Z4, A0A8I6ACF7, A0A8I6AUW1, A0A8I6GKY9, A0A8L2Q7U3, F1LZV1
XP_038944594	kalirin, RhoGEF kinase	621865	A0A8I5Y1V9, A0A8I5ZVT3, A0A8I6A0J4, A0A8I6A0Z4, A0A8I6ACF7, A0A8I6AUW1, A0A8I6GKY9, A0A8L2Q7U3, F1LZV1
XP_038944595	kalirin, RhoGEF kinase	621865	A0A8I5Y1V9, A0A8I5ZVT3, A0A8I6A0J4, A0A8I6A0Z4, A0A8I6ACF7, A0A8I6AUW1, A0A8I6GKY9, A0A8L2Q7U3, F1LZV1
XP_038944599	roundabout guidance receptor 2	620167	A0A0G2JZA1, A0A1W2Q6F3, A0A8I6A1P7, A0A8I6AKD6, D3ZEC8, F1M950
XP_038944601	roundabout guidance receptor 2	620167	A0A0G2JZA1, A0A1W2Q6F3, A0A8I6A1P7, A0A8I6AKD6, D3ZEC8, F1M950
XP_038944602	roundabout guidance receptor 2	620167	A0A0G2JZA1, A0A1W2Q6F3, A0A8I6A1P7, A0A8I6AKD6, D3ZEC8, F1M950
XP_038944603	roundabout guidance receptor 2	620167	A0A0G2JZA1, A0A1W2Q6F3, A0A8I6A1P7, A0A8I6AKD6, D3ZEC8, F1M950
XP_038944604	roundabout guidance receptor 2	620167	A0A0G2JZA1, A0A1W2Q6F3, A0A8I6A1P7, A0A8I6AKD6, D3ZEC8, F1M950
XP_038944605	roundabout guidance receptor 2	620167	A0A0G2JZA1, A0A1W2Q6F3, A0A8I6A1P7, A0A8I6AKD6, D3ZEC8, F1M950
XP_038944606	roundabout guidance receptor 2	620167	A0A0G2JZA1, A0A1W2Q6F3, A0A8I6A1P7, A0A8I6AKD6, D3ZEC8, F1M950
XP_038944608	roundabout guidance receptor 2	620167	A0A0G2JZA1, A0A1W2Q6F3, A0A8I6A1P7, A0A8I6AKD6, D3ZEC8, F1M950
XP_038944610	roundabout guidance receptor 2	620167	A0A0G2JZA1, A0A1W2Q6F3, A0A8I6A1P7, A0A8I6AKD6, D3ZEC8, F1M950
XP_038944611	roundabout guidance receptor 2	620167	A0A0G2JZA1, A0A1W2Q6F3, A0A8I6A1P7, A0A8I6AKD6, D3ZEC8, F1M950
XP_038944612	roundabout guidance receptor 2	620167	A0A0G2JZA1, A0A1W2Q6F3, A0A8I6A1P7, A0A8I6AKD6, D3ZEC8, F1M950
XP_038944613	roundabout guidance receptor 2	620167	A0A0G2JZA1, A0A1W2Q6F3, A0A8I6A1P7, A0A8I6AKD6, D3ZEC8, F1M950
XP_038944614	roundabout guidance receptor 2	620167	A0A0G2JZA1, A0A1W2Q6F3, A0A8I6A1P7, A0A8I6AKD6, D3ZEC8, F1M950
